Програма/проєкт,Період,"""Громада з нуля""","""Навчання з надання послуг і управління інфраструктурою на місцевому рівні""","""Навчання загального управлінського характеру""",Кількість учасників навчання (осіб),Цільові групи учасників навчання ,"Кількість тергромад, для яких було проведене навчання",Назва навчання
Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,4 квартал 2020,,,Місцеві вибори та реформа децентралізації,,кандидати та члени виборчих комісій,227,Місцеві вибори та реформа децентралізації
