Дата заповнення анкети,Програма/проєкт,Період,"""Громада з нуля""","""Навчання з надання послуг і управління інфраструктурою на місцевому рівні""","""Навчання загального управлінського характеру""",Кількість учасників навчання (осіб),Цільові групи учасників навчання ,"Кількість тергромад, для яких було проведене навчання",Назва навчання
3 лютого 2021,Проєкт ПРООН «Громадянське суспільство задля розвитку демократії та прав людини в Україні»,1 квартал 2021,,,Управління місцевим соціально-економічним розвитком,,Депутати місцевих рад,31,"Майстерня політичної участі ""Я - депутат (ка)"""
