Область,Тергромада,Програма,Тематика,Кількість
Миколаївська,Олександрівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Миколаївська,Олександрівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Миколаївська,Олександрівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Бузька,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Миколаївська,Бузька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Бузька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Миколаївська,Дорошівська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Миколаївська,Дорошівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Миколаївська,Прибужанівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Миколаївська,Врадіївська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Миколаївська,Врадіївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Миколаївська,Доманівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Миколаївська,Доманівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Миколаївська,Доманівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Мостівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Миколаївська,Мостівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Миколаївська,Прибузька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Миколаївська,Прибузька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Миколаївська,Єланецька,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Миколаївська,Єланецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Єланецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Миколаївська,Воскресенська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Миколаївська,Воскресенська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Миколаївська,Первомайська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Миколаївська,Первомайська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Миколаївська,Галицинівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Миколаївська,Галицинівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Миколаївська,Мішково-Погорілівська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Миколаївська,Мішково-Погорілівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Миколаївська,Шевченківська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Миколаївська,Казанківська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Миколаївська,Казанківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Миколаївська,Казанківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Володимирівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Миколаївська,Кривоозерська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Миколаївська,Ольшанська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Миколаївська,Ольшанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Миколаївська,Веснянська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Миколаївська,Веснянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Миколаївська,Веснянська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Нечаянська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Миколаївська,Радсадівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Миколаївська,Степівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Миколаївська,Новобузька,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Миколаївська,Новобузька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Миколаївська,Вільнозапорізька,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Миколаївська,Вільнозапорізька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Миколаївська,Софіївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Миколаївська,Софіївська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Миколаївська,Софіївська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Новоодеська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Миколаївська,Костянтинівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Костянтинівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Миколаївська,Сухоєланецька,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Миколаївська,Сухоєланецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Куцурубська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Миколаївська,Куцурубська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Миколаївська,Чорноморська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Миколаївська,Чорноморська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Миколаївська,Кам’яномостівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Миколаївська,Кам’яномостівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Кам’яномостівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Миколаївська,Мигіївська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Миколаївська,Мигіївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Миколаївська,Синюхинобрідська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Миколаївська,Синюхинобрідська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Миколаївська,Снігурівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Миколаївська,Широківська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Миколаївська,Широківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Миколаївська,Широківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Одеська,Одеська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Балтська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Білгород-Дністровська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Одеська,Біляївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Одеська,Біляївська,"Програма ""U-LEAD з Європою""",Громада з нуля,8
Одеська,Чорноморська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Чорноморська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Одеська,Чорноморська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Подільська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Южненська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Одеська,Ананьївська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Одеська,Долинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Долинська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Арцизька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Теплицька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Теплицька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Піщанська,"Програма ""U-LEAD з Європою""",Громада з нуля,6
Одеська,Маразліївська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Одеська,Старокозацька,"Програма ""U-LEAD з Європою""",Громада з нуля,6
Одеська,Старокозацька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Одеська,Шабівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Вигодянська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Вигодянська,"Програма ""U-LEAD з Європою""",Громада з нуля,10
Одеська,Вигодянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Одеська,Дачненська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Одеська,Маяківська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Одеська,Маяківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Усатівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Одеська,Яськівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Яськівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Березівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Березівська,"Програма ""U-LEAD з Європою""",Громада з нуля,11
Одеська,Березівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Одеська,Раухівська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Одеська,Розквітівська,"Програма ""U-LEAD з Європою""",Громада з нуля,9
Одеська,Розквітівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Розквітівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Новокальчевська,"Програма ""U-LEAD з Європою""",Громада з нуля,8
Одеська,Новокальчевська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Одеська,Городненська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Городненська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Криничненська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Одеська,Кубейська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Кубейська,"Програма ""U-LEAD з Європою""",Громада з нуля,8
Одеська,Великомихайлівська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Одеська,Великомихайлівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Цебриківська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Великоплосківська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Одеська,Новоборисівська,"Програма ""U-LEAD з Європою""",Громада з нуля,12
Одеська,Новоборисівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Одеська,Новоборисівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Іванівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Іванівська,"Програма ""U-LEAD з Європою""",Громада з нуля,7
Одеська,Великобуялицька,"Програма ""U-LEAD з Європою""",Громада з нуля,6
Одеська,Коноплянська,"Програма ""U-LEAD з Європою""",Громада з нуля,13
Одеська,Коноплянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Одеська,Коноплянська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Знам’янська,"Програма ""U-LEAD з Європою""",Громада з нуля,6
Одеська,Знам’янська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Саф’янівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Одеська,Саф’янівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Кілійська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Одеська,Кілійська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Вилківська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Одеська,Кодимська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Одеська,Слобідська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Слобідська,"Програма ""U-LEAD з Європою""",Громада з нуля,10
Одеська,Слобідська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Доброславська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Одеська,Визирська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Одеська,Визирська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Красносільська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Одеська,Красносільська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Фонтанська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Фонтанська,"Програма ""U-LEAD з Європою""",Громада з нуля,10
Одеська,Куяльницька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Куяльницька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Окнянська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Одеська,Окнянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Окнянська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Зеленогірська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Миколаївська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Одеська,Андрієво-Іванівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Стрюківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Стрюківська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Овідіопольська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Одеська,Овідіопольська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Авангардівська,"Програма ""U-LEAD з Європою""",Громада з нуля,6
Одеська,Авангардівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Одеська,Великодолинська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Одеська,Великодолинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Таїровська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Одеська,Таїровська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Таїровська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Дальницька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Кароліно-Бугазька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Роздільнянська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Роздільнянська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Лиманська,"Програма ""U-LEAD з Європою""",Громада з нуля,8
Одеська,Степанівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Ренійська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Одеська,Ренійська,"Програма ""U-LEAD з Європою""",Громада з нуля,15
Одеська,Ренійська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Одеська,Савранська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Одеська,Саратська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Кулевчанська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Одеська,Кулевчанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Петропавлівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Петропавлівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Одеська,Плахтіївська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Одеська,Тарутинська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Одеська,Татарбунарська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Одеська,Татарбунарська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Татарбунарська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Лиманська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Одеська,Лиманська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Тузлівська,"Програма ""U-LEAD з Європою""",Громада з нуля,9
Одеська,Захарівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Одеська,Затишанська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Одеська,Чогодарівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Полтавська,Полтавська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Полтавська,Полтавська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Горішньоплавнівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Полтавська,Гадяцька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Гадяцька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Полтавська,Кременчуцька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Полтавська,Кременчуцька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Полтавська,Лубенська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Полтавська,Лубенська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Полтавська,Миргородська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Полтавська,Миргородська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Полтавська,Великобагачанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Полтавська,Великобагачанська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Полтавська,Білоцерківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Полтавська,Білоцерківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Полтавська,Білоцерківська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Полтавська,Великобудищанська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Полтавська,Великобудищанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Сергіївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Полтавська,Краснолуцька,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Полтавська,Краснолуцька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Полтавська,Петрівсько-Роменська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Полтавська,Петрівсько-Роменська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Полтавська,Глобинська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Полтавська,Глобинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Полтавська,Градизька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Полтавська,Гребінківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Гребінківська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Полтавська,Гребінківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Диканська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Полтавська,Диканська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Полтавська,Зіньківська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Полтавська,Опішнянська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Полтавська,Опішнянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Карлівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Полтавська,Карлівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Ланнівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Полтавська,Ланнівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Білицька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Полтавська,Білицька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Козельщинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Полтавська,Козельщинська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Полтавська,Новогалещинська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Полтавська,Новогалещинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Полтавська,Котелевська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Полтавська,Котелевська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Полтавська,Великорублівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Полтавська,Великорублівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Омельницька,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Полтавська,Омельницька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Піщанська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Полтавська,Піщанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Полтавська,Пришибська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Полтавська,Пришибська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Полтавська,Заводська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Полтавська,Заводська,"Програма ""U-LEAD з Європою""",Громада з нуля,6
Полтавська,Сенчанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Машівська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Полтавська,Машівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Михайлівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Полтавська,Комишнянська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Полтавська,Комишнянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Полтавська,Ромоданівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Полтавська,Новосанжарська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Полтавська,Новосанжарська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Драбинівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Полтавська,Драбинівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Полтавська,Нехворощанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,9
Полтавська,Нехворощанська,"Програма ""U-LEAD з Європою""",Громада з нуля,6
Полтавська,Оржицька,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Полтавська,Оржицька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Новооржицька,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Полтавська,Новооржицька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Полтавська,Пирятинська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Полтавська,Пирятинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Полтавська,Мачухівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Полтавська,Мачухівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Полтавська,Новоселівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Полтавська,Новоселівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Полтавська,Терешківська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Полтавська,Терешківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Щербанівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Решетилівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Полтавська,Решетилівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Полтавська,Семенівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Семенівська,"Програма ""U-LEAD з Європою""",Громада з нуля,7
Полтавська,Семенівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Полтавська,Оболонська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Полтавська,Оболонська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Полтавська,Хорольська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Полтавська,Чорнухинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,8
Полтавська,Чорнухинська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Полтавська,Чутівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Полтавська,Чутівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Полтавська,Скороходівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Полтавська,Шишацька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Полтавська,Шишацька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
